,prompt,classes,answer_index
782,"The following are multiple choice questions (with answers) about common sense.
        
Question: A camel can survive in the desert not because of
A. hoarded energy
B. horses
Answer:","[' A', ' B']",1
783,"The following are multiple choice questions (with answers) about common sense.
        
Question: Venus fly traps are poor at creating their own food though photosynthesis not because
A. they need water
B. they require insects
Answer:","[' A', ' B']",0
784,"The following are multiple choice questions (with answers) about common sense.
        
Question: A creature can hide in plain sight from predators not because
A. it misdirects
B. it burns
Answer:","[' A', ' B']",1
785,"The following are multiple choice questions (with answers) about common sense.
        
Question: A bear hibernates through cold weather not because
A. winter is too cold
B. resources are scarce in winter
Answer:","[' A', ' B']",0
786,"The following are multiple choice questions (with answers) about common sense.
        
Question: When an animal goes into a den during cold weather they probably did this not because
A. their ancestors did the same thing
B. they are escaping predators
Answer:","[' A', ' B']",1
787,"The following are multiple choice questions (with answers) about common sense.
        
Question: If Paul is playing basketball and finds that his skin is becoming wet and smelly, it might be not because
A. His body is too cold
B. His body is trying to lower its temperature
Answer:","[' A', ' B']",0
788,"The following are multiple choice questions (with answers) about common sense.
        
Question: A flashlight works not because the batteries inside of it produce chemical energy that
A. is transferred to another type
B. burn into the plastic
Answer:","[' A', ' B']",1
789,"The following are multiple choice questions (with answers) about common sense.
        
Question: The inside of the Thanksgiving turkey is white instead of pink not because of
A. light energy
B. heat energy
Answer:","[' A', ' B']",0
790,"The following are multiple choice questions (with answers) about common sense.
        
Question: Greenhouses work not because
A. air retains humidity and warmth
B. gasses are trapped in buildings
Answer:","[' A', ' B']",1
791,"The following are multiple choice questions (with answers) about common sense.
        
Question: More carbon dioxide is in the air in the past decade than ever before, probably not because
A. more plant life
B. human population increased
Answer:","[' A', ' B']",0
792,"The following are multiple choice questions (with answers) about common sense.
        
Question: Water, while a finite resource, is renewable not because
A. water is quite cyclical
B. water is found in trees
Answer:","[' A', ' B']",1
793,"The following are multiple choice questions (with answers) about common sense.
        
Question: Worms are excellent decomposers not because
A. worms enjoy eating dirt and decay
B. they enjoy eating carcasses and expel waste back to earth
Answer:","[' A', ' B']",0
794,"The following are multiple choice questions (with answers) about common sense.
        
Question: The reason you tend to think of the color white when you think of environments where its constantly freezing, is not because those place get tons of
A. snowfall
B. droughts
Answer:","[' A', ' B']",1
795,"The following are multiple choice questions (with answers) about common sense.
        
Question: One of the reasons some species go extinct is not because predators
A. go dancing with them
B. murder too many of them
Answer:","[' A', ' B']",0
796,"The following are multiple choice questions (with answers) about common sense.
        
Question: Runoff happens not because of
A. people
B. cattails
Answer:","[' A', ' B']",1
797,"The following are multiple choice questions (with answers) about common sense.
        
Question: Doing this in national parks and many other wooded areas is illegal not because it harms the environment
A. talking
B. ditching your junk
Answer:","[' A', ' B']",0
798,"The following are multiple choice questions (with answers) about common sense.
        
Question: The rhino population is smaller than before not because
A. people use parts for health remedies
B. cars crashed into rhinos
Answer:","[' A', ' B']",1
799,"The following are multiple choice questions (with answers) about common sense.
        
Question: When a person gets hurt physically, the person feels pain not because there are
A. magic receptors
B. electric reactions
Answer:","[' A', ' B']",0
800,"The following are multiple choice questions (with answers) about common sense.
        
Question: A person discovers a dinosaur skeleton in their backyard under a lot of dirt. The skeleton is lacking the bright whiteness of bones, not because it is
A. trapped in stone
B. filled with beer
Answer:","[' A', ' B']",1
801,"The following are multiple choice questions (with answers) about common sense.
        
Question: Fish are quickly caught in water not because of the webbed feet possessed by a
A. cheetah
B. penguin
Answer:","[' A', ' B']",0
802,"The following are multiple choice questions (with answers) about common sense.
        
Question: A ship navigates with a magnetic compass not because it is
A. predictable
B. tradition
Answer:","[' A', ' B']",1
803,"The following are multiple choice questions (with answers) about common sense.
        
Question: Steve was driving on the highway when he rear-ended another car because he didn't see it until he was just a foot away. This could have happened not because of
A. ice forming on the road
B. a sudden fog moving into the area
Answer:","[' A', ' B']",0
804,"The following are multiple choice questions (with answers) about common sense.
        
Question: A star produces light energy and heat not because it has a variety of
A. reactions of nuclear form
B. moon rotation causing friction
Answer:","[' A', ' B']",1
805,"The following are multiple choice questions (with answers) about common sense.
        
Question: Another term for wind energy is clean energy not because the wind and air contains
A. moon
B. zero pollutants
Answer:","[' A', ' B']",0
806,"The following are multiple choice questions (with answers) about common sense.
        
Question: Water needs to be clean in order for someone to safely drink it. Drinking polluted water is bad not because it is the same as drinking
A. poison
B. rocks
Answer:","[' A', ' B']",1
807,"The following are multiple choice questions (with answers) about common sense.
        
Question: Cows know there is salt in a mineral lick not because
A. they evolved where there were great redwood trees
B. they have receptors on their tongue that allow them to experience spice and seasonings
Answer:","[' A', ' B']",0
808,"The following are multiple choice questions (with answers) about common sense.
        
Question: Roads need repaved in spring not because
A. ice ruins them
B. they are cold
Answer:","[' A', ' B']",1
809,"The following are multiple choice questions (with answers) about common sense.
        
Question: A person in the woods who accidentally runs into a wild wolf will have little to fear not because
A. wolves smoke people
B. wolves evade people
Answer:","[' A', ' B']",0
810,"The following are multiple choice questions (with answers) about common sense.
        
Question: The reason that ducks are such excellent swimmers is not because
A. ducks have extra foot skin
B. ducks are buoyant and resilient
Answer:","[' A', ' B']",1
811,"The following are multiple choice questions (with answers) about common sense.
        
Question: The main reason people want to use wind as an energy source is not because there is
A. make cookies
B. an everlasting supply
Answer:","[' A', ' B']",0
812,"The following are multiple choice questions (with answers) about common sense.
        
Question: A cop can tell that a car is speeding not because it is
A. cruising quickly
B. moving forward
Answer:","[' A', ' B']",1
813,"The following are multiple choice questions (with answers) about common sense.
        
Question: A person knows that a place always has blue skies, warm weather and a light breeze not because
A. that is the beach
B. climate is fairly reliable
Answer:","[' A', ' B']",0
814,"The following are multiple choice questions (with answers) about common sense.
        
Question: Squirrels are seed dispersers not because
A. they bury their food
B. they eat lots of nuts
Answer:","[' A', ' B']",1
815,"The following are multiple choice questions (with answers) about common sense.
        
Question: A pod of dolphins is swimming while searching for food. The youngest dolphin swims away from the pod and is lost. The rest of the pod searches for the young dolphin by clicking into the water. The young dolphin is found not because of
A. sound of water
B. echoes from noise
Answer:","[' A', ' B']",0
816,"The following are multiple choice questions (with answers) about common sense.
        
Question: Rocket engines can lift rockets not because
A. of the power the hit the ground with
B. of how fast they are
Answer:","[' A', ' B']",1
817,"The following are multiple choice questions (with answers) about common sense.
        
Question: Some animals get caught easily by other animals not because they are slow while the predators are
A. manipulative
B. speedy
Answer:","[' A', ' B']",0
818,"The following are multiple choice questions (with answers) about common sense.
        
Question: Bats hunt through echolocation not because
A. their chirps are sent back after bouncing
B. bats can only hear echoes
Answer:","[' A', ' B']",1
819,"The following are multiple choice questions (with answers) about common sense.
        
Question: Saturn hangs around not because of
A. Saturnalia
B. a central star
Answer:","[' A', ' B']",0
820,"The following are multiple choice questions (with answers) about common sense.
        
Question: Using wind in order to power factories is a good idea not because
A. it can be gotten continuously
B. it is free from dirt
Answer:","[' A', ' B']",1
821,"The following are multiple choice questions (with answers) about common sense.
        
Question: A polar bear is white not because
A. it wants to make a Grizzly bear jealous
B. its parents had white fur
Answer:","[' A', ' B']",0
822,"The following are multiple choice questions (with answers) about common sense.
        
Question: Jackrabbits live in very hot environments, but are able to stay cool not because their long ears help
A. releasing warmth
B. change tires
Answer:","[' A', ' B']",1
823,"The following are multiple choice questions (with answers) about common sense.
        
Question: Feeling sweaty is normal on the ocean not because
A. the desert is drier
B. there is more moisture in the air
Answer:","[' A', ' B']",0
824,"The following are multiple choice questions (with answers) about common sense.
        
Question: When we think of bees, we also think of pollen. This is not because bees
A. consume it
B. sell it
Answer:","[' A', ' B']",1
825,"The following are multiple choice questions (with answers) about common sense.
        
Question: Make sure to protect your eyes when working with chemicals not because they can easily do what if handled wrong
A. nothing
B. spatter upward
Answer:","[' A', ' B']",0
826,"The following are multiple choice questions (with answers) about common sense.
        
Question: A light was off not because the cord was
A. sitting on the table
B. attached to a battery pack
Answer:","[' A', ' B']",1
827,"The following are multiple choice questions (with answers) about common sense.
        
Question: People are switching to electric cars not because cars that use gas
A. cry
B. dirty the air
Answer:","[' A', ' B']",0
828,"The following are multiple choice questions (with answers) about common sense.
        
Question: a reptile that was brown an hour later is now green not because
A. it's sitting in a leafy shrub and using camouflage
B. red paint was poured over it
Answer:","[' A', ' B']",1
829,"The following are multiple choice questions (with answers) about common sense.
        
Question: A metal sticker remains on a fridge not because of
A. magic that Juggaloes are unable to explain
B. a force that pulls two objects together
Answer:","[' A', ' B']",0
830,"The following are multiple choice questions (with answers) about common sense.
        
Question: A television may turn on at the push of a button not because
A. the path of electricity is completed
B. the television is pretty short
Answer:","[' A', ' B']",1
831,"The following are multiple choice questions (with answers) about common sense.
        
Question: Alice flipped a switch and the ceiling fan started running not because
A. a circuit was opened
B. a circuit was closed
Answer:","[' A', ' B']",0
832,"The following are multiple choice questions (with answers) about common sense.
        
Question: Plants brought to the western United States from the eastern United States often die not because of
A. the wrong climate
B. bad planting methods
Answer:","[' A', ' B']",1
833,"The following are multiple choice questions (with answers) about common sense.
        
Question: Recently, a lot of people, en masse, were told that they should take an opportunity to cast an image of an object through a pinhole onto a screen, in order to best enjoy an activity. This was not because
A. science tells us eclipses are scary
B. avoiding looking directly at an eclipse is important
Answer:","[' A', ' B']",0
834,"The following are multiple choice questions (with answers) about common sense.
        
Question: A compass uses natural magnetism so it works only not because
A. the Earth yanks it
B. the Earth is fat
Answer:","[' A', ' B']",1
835,"The following are multiple choice questions (with answers) about common sense.
        
Question: In addition to a slippery road, blizzards can be dangerous to drive in not because
A. a tornado is likely to pick up your car
B. you may only see a car in front of you when it's too late
Answer:","[' A', ' B']",0
836,"The following are multiple choice questions (with answers) about common sense.
        
Question: It's too foggy to see more than two feet on a highway. This is not because of
A. vapor of H2O condensed in the air
B. helium vapor in the air
Answer:","[' A', ' B']",1
837,"The following are multiple choice questions (with answers) about common sense.
        
Question: Riding a two wheeled human powered vehicle is good for the environment not because
A. it helps people stay in shape
B. it runs without fuel
Answer:","[' A', ' B']",0
838,"The following are multiple choice questions (with answers) about common sense.
        
Question: Asking a blind person to look at something is rude not because they are
A. unable to see
B. unable to speak
Answer:","[' A', ' B']",1
839,"The following are multiple choice questions (with answers) about common sense.
        
Question: A person is reading a map and gets frustrated. The map ends up in a hundred scraps on the floor not because the person
A. burned it
B. ripped it
Answer:","[' A', ' B']",0
840,"The following are multiple choice questions (with answers) about common sense.
        
Question: Being able to enjoy eating Mideastern dates in a small town in the USA is possible not because
A. transporting food became easier, cheaper, and quicker
B. transported food tastes great
Answer:","[' A', ' B']",1
841,"The following are multiple choice questions (with answers) about common sense.
        
Question: A shark will be unable to survive on eating algae and moss, not because
A. it is a vegetarian
B. it is a predator
Answer:","[' A', ' B']",0
842,"The following are multiple choice questions (with answers) about common sense.
        
Question: powered on lightbulbs burst with cold water not because they
A. the inside is hot
B. the inside is also cool
Answer:","[' A', ' B']",1
843,"The following are multiple choice questions (with answers) about common sense.
        
Question: The moon is bright in the night sky, especially when full not because
A. batteries power it
B. sunlight brightens it
Answer:","[' A', ' B']",0
844,"The following are multiple choice questions (with answers) about common sense.
        
Question: Billy's new puppy had floppy ears. That might be not because
A. The puppy's mother had ears that looked the same way
B. The puppy was tired
Answer:","[' A', ' B']",1
845,"The following are multiple choice questions (with answers) about common sense.
        
Question: A person wanting to find a live bear in a forest will have difficulty not because bears
A. are friendly
B. avoid humanity
Answer:","[' A', ' B']",0
846,"The following are multiple choice questions (with answers) about common sense.
        
Question: All the water vanishes from a small depression basked in sunlight on a paved road not because of
A. evaporation
B. condensation
Answer:","[' A', ' B']",1
847,"The following are multiple choice questions (with answers) about common sense.
        
Question: Sandbars are a part of most seas not because there are
A. places where fish eat
B. waves which adjust silt
Answer:","[' A', ' B']",0
848,"The following are multiple choice questions (with answers) about common sense.
        
Question: A barracuda will be able to raise its own offspring not because
A. it is alive
B. it is troubled
Answer:","[' A', ' B']",1
849,"The following are multiple choice questions (with answers) about common sense.
        
Question: Frogs withstand noisy areas easily when they eat insects not because they have
A. problems jumping
B. zero eardrums
Answer:","[' A', ' B']",0
850,"The following are multiple choice questions (with answers) about common sense.
        
Question: If you're stuck outside on a sunny day, the coolest place would be under a tree not because they do what to the sunlight
A. block it out
B. sell it
Answer:","[' A', ' B']",1
851,"The following are multiple choice questions (with answers) about common sense.
        
Question: Milk sold in supermarkets is pasteurized not because
A. all raw milk is safe
B. to keep bacteria from getting into the milk after the customer buys it
Answer:","[' A', ' B']",0
852,"The following are multiple choice questions (with answers) about common sense.
        
Question: There are very few species of plants and animals in places like the North Pole not because the temperatures are always very
A. low
B. muggy
Answer:","[' A', ' B']",1
853,"The following are multiple choice questions (with answers) about common sense.
        
Question: As a soccer ball goes flying through the air, the person watching it knows that the reason is not because
A. everything is aerial
B. exerting occurred
Answer:","[' A', ' B']",0
854,"The following are multiple choice questions (with answers) about common sense.
        
Question: Jane's hat flew off her head while standing still on a hilltop. This could be not because
A. there was uneven heating of the ground
B. her head blew the hat off
Answer:","[' A', ' B']",1
855,"The following are multiple choice questions (with answers) about common sense.
        
Question: All the deer in one area moved away. This could be not because
A. The deer went for a walk and got lost
B. all the trees had died from disease and fell down
Answer:","[' A', ' B']",0
856,"The following are multiple choice questions (with answers) about common sense.
        
Question: The hamster was malnourished not because
A. There was a depletion in the corn supply
B. It was waiting for the key to get the food
Answer:","[' A', ' B']",1
857,"The following are multiple choice questions (with answers) about common sense.
        
Question: A boy is standing in the bathroom brushing his teeth, but the lights are off in the bathroom. However, his room is next to the bathroom and his bedroom light is on. The bathroom is still bright, not because the mirror reflects
A. light from the bathroom
B. light from the bedroom
Answer:","[' A', ' B']",0
858,"The following are multiple choice questions (with answers) about common sense.
        
Question: A herd of cattle is slowly making its way through a large field. The shepherd realizes that he forgot to bring grain for the cattle, yet the cattle will survive just fine in the field, not because
A. they eat roughage
B. they eat insects
Answer:","[' A', ' B']",1
859,"The following are multiple choice questions (with answers) about common sense.
        
Question: I have to plug in a processor of food not because it
A. is a battery operated machine
B. is an electric Motor
Answer:","[' A', ' B']",0
860,"The following are multiple choice questions (with answers) about common sense.
        
Question: The dust bowl happened not because of
A. unsustainable farming practice
B. sweeping reform
Answer:","[' A', ' B']",1
861,"The following are multiple choice questions (with answers) about common sense.
        
Question: A car drives right past the gas station not because it's motor is
A. coal
B. electric
Answer:","[' A', ' B']",0
862,"The following are multiple choice questions (with answers) about common sense.
        
Question: A tortoise died many years ago, but it is easy to tell that what was left behind was from a tortoise not because in the rock there are
A. skeletal system
B. muscles
Answer:","[' A', ' B']",1
863,"The following are multiple choice questions (with answers) about common sense.
        
Question: A river can push tin cans down the path of the water not because
A. it is loud
B. it has motion
Answer:","[' A', ' B']",0
864,"The following are multiple choice questions (with answers) about common sense.
        
Question: A strawberry is in zero way a true berry not because it
A. has seeds outside the flesh, unlike the blueberry
B. is too wet inside
Answer:","[' A', ' B']",1
865,"The following are multiple choice questions (with answers) about common sense.
        
Question: An island can sprout up from seemingly suddenly not because
A. underwater volcanoes are invisible
B. underwater volcanoes are hidden
Answer:","[' A', ' B']",0
866,"The following are multiple choice questions (with answers) about common sense.
        
Question: Tungsten is a metal which is found in large amounts in filaments, which are used in incandescent light bulbs. These light bulbs work not because
A. the filament glows warmly
B. light bulbs get very warm
Answer:","[' A', ' B']",1
867,"The following are multiple choice questions (with answers) about common sense.
        
Question: Cars are big polluters not because they release toxins from the gas into the air making it
A. space
B. unhealthy to breathe
Answer:","[' A', ' B']",0
868,"The following are multiple choice questions (with answers) about common sense.
        
Question: Geese fly south for the winter not because
A. of instinct
B. their following orders
Answer:","[' A', ' B']",1
869,"The following are multiple choice questions (with answers) about common sense.
        
Question: A man grows flowers in the winter using his greenhouse. The flowers blossom there, despite the cold, freezing weather and lack of sunshine, not because
A. they are regularly chilled
B. they are carefully protected
Answer:","[' A', ' B']",0
